ca_mbs_northman_barracks_2;Northman Sworn Banner;;;;;;;;;;;;;x
ca_mbs_northman_barracks_2_desc;Northmen are descended from the First Men, with the Andals having a far lesser influence than in the rest of Westeros. As a result, warfare in the North typically relies less on heavy cavalry than the rest of the Seven Kingdoms. Instead the main power of Northern armies typically comes from their powerful heavy infantry and pikemen.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of pikemen and heavy foot, but there are now also large contingents of well drilled archers and a number of mounted lancers serving as heavy cavalry.;;;;;;;;;;;;;x
ca_mbs_skagos_barracks_2;Skagosi War Party;;;;;;;;;;;;;x
ca_mbs_skagos_barracks_2_desc;The Stoneborn of Skagos are considered little better than wildlings and they fight in a similar manner to the Free Folk beyond the Wall, with little reliance upon cavalry, but with a greater use of heavy armour thanks to their greater ability to trade.\nAfter significant military investment this settlement can now support an extremely large and well trained war party. The backbone of the force remains the traditional mixture of light and heavy foot, and archers but there are now also large contingents of well drilled pikemen armed in the fashion of the mainland and a number of light cavalry serving as outriders.;;;;;;;;;;;;;x
ca_mbs_hill_clans_barracks_2;Hill Clansman Sworn Banner;;;;;;;;;;;;;x
ca_mbs_hill_clans_barracks_2_desc;The hill clans of the mountains are a fearsome martial people, hardened by raids by Ironborn, Wildlings and their own inter-clan feuds. In battle clan champions fight with huge two-handed greatswords or axes and armor themselves with mail byrnies. The clansmen are also known for breeding shaggy, runtish horses which some of them ride to battle.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of pikemen, heavy foot, and light horse, but there are now also large contingents of well drilled light foot and skirmishers.;;;;;;;;;;;;;x
ca_mbs_wolfswood_barracks_2;Wolfswood Sworn Banner;;;;;;;;;;;;;x
ca_mbs_wolfswood_barracks_2_desc;The Wolfswood is a dangerous place and as a result those that make their homes within it are experience woodsmen, skilled at hunting beasts and tracking their prey. As a result in times of war they serve as scouts and skilled archers, hunting men much as they would wolf or boar.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of heavy foot and archers, but there are now also large contingents of well drilled pikemen and a number of a number of light cavalry serving as outriders.;;;;;;;;;;;;;x
ca_mbs_rills_barracks_2;Rills Sworn Banner;;;;;;;;;;;;;x
ca_mbs_rills_barracks_2_desc;The Rills are a landscape of rolling hills, grasslands, and streams, perfect for breeding horses. The region has been renowned for breeding the finest horses north of the Neck since it was ruled by the Kings of House Ryder in the Age of Heroes. As a result in times of war levies from the Rills often field considerably more cavalry than is normal for the North.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of pikemen and light cavalry, but there are now also large contingents of well drilled archers and a number of mounted lancers serving as heavy cavalry.;;;;;;;;;;;;;x
ca_mbs_white_harbour_barracks_2;White Harbour Sworn Banner;;;;;;;;;;;;;x
ca_mbs_white_harbour_barracks_2_desc;Though mounted lancers are not uncommon in Northern armies, the great influence of Andal culture brought to White Harbour by House Manderly has meant that the region places a far greater emphasis on knighthood and heavy cavalry than the rest of the North. As a result levies from this region typically boast larger contingents of heavy horse than is the case for the rest of the North.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of heavy foot and mounted knights, but there are now also large contingents of well drilled pikemen and a number of a number of light cavalry serving as outriders.;;;;;;;;;;;;;x
ca_mbs_crannogman_barracks_2;Crannogman Sworn Banner;;;;;;;;;;;;;x
ca_mbs_crannogman_barracks_2_desc;The Crannogmen of the Neck are talented hunters and warriors. Despite their short stature and somewhat primitive lifestyle, they have proven a notoriously difficult people to conquer, using guerilla tactics and wielding nets, bronze knives, and frog spears in battle.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of light infantry and skirmishers, but there are now also large contingents of well drilled pikemen and a number of light cavalry serving as outriders, with their horses specially trained to traverse the boggy terrain of the Neck.;;;;;;;;;;;;;x
ca_mbs_valeman_barracks_2;Valeman Sworn Banner;;;;;;;;;;;;;x
ca_mbs_valeman_barracks_2_desc;The Vale was where the Andals first established a foothold in Westeros, firmly establishing Andal traditions of knighthood and mounted combat. As a result of this and the naturally mountainous terrain of the Mountains of the Moon, warfare in the Vale typically relies heavily on a combination of pikemen able to hold the narrow mountain passes of the Vale and heavy cavalry able to deliver a decisive blow against the enemy, acting as the hammer to the pikemens' anvil.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of pikemen and mounted knights, but there are now also large contingents of well drilled archers and a number of a number of light cavalry serving as outriders.;;;;;;;;;;;;;x
ca_mbs_sisterman_barracks_2;Sisterman Sworn Banner;;;;;;;;;;;;;x
ca_mbs_sisterman_barracks_2_desc;The Sistermen of the Three Sisters  have a legacy as pirates, smugglers, and wreckers. Their scraggy islands are not suited for horses and heavy infantry like the rest of the Vale. Instead when the Sistermen march to war they rely on archers and light infantry, as effective on land as they are at sea, fighting ship to ship.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of light infantry and archers, but there are now also large contingents of well drilled pikemen and a number a number of light cavalry serving as outriders.;;;;;;;;;;;;;x
ca_mbs_vale_islander_barracks_2;Vale Islander Sworn Banner;;;;;;;;;;;;;x
ca_mbs_vale_islander_barracks_2_desc;The inhabitants of the small islands off the coast of the Vale are a hardy people, used to the violent storms of the Narrow Sea. Their scraggy islands are not suited for horses and heavy infantry like the rest of the Vale. Instead when the folk of Pebble, Witch Isle and the Paps march to war they rely on archers and light infantry, as effective on land as they are at sea, fighting ship to ship.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of light infantry and archers, but there are now also large contingents of well drilled pikemen and a number a number of light cavalry serving as outriders.;;;;;;;;;;;;;x
ca_mbs_runestone_barracks_2;Runestone Sworn Banner;;;;;;;;;;;;;x
ca_mbs_runestone_barracks_2_desc;After the Battle of Sevenstars House Royce bent the knee to House Arryn, completing the Andal Conquest of the Vale. However, the continued rule of House Royce ensured that a legacy of the First Men remained, despite the region adopting many Andal traditions. As a result in times of war levies from Runestone often field considerably more heavy infantry than is normal for the Vale.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of heavy foot and mounted knights, but there are now also large contingents of well drilled archers and a number of light cavalry serving as outriders.;;;;;;;;;;;;;x
ca_mbs_eastwald_barracks_2;Eastwald Sworn Banner;;;;;;;;;;;;;x
ca_mbs_eastwald_barracks_2_desc;After the Battle of Sevenstars House Hunter bent the knee to House Arryn, completing the Andal Conquest of the Vale. However, the continued rule of House Hunter ensured that the region of Longbow Hall remained know for its skilled archers, despite the region adopting many Andal traditions of knighthood and heavy cavalry. As a result in times of war levies from Longbow Hall often field considerably more archers than is normal for the Vale.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of archers, heavy foot, and mounted knights but there are now also large contingents of well drilled light infantry and a number of light cavalry serving as outriders.;;;;;;;;;;;;;x
ca_mbs_the_bite_barracks_2;Mountain Clansman War Party;;;;;;;;;;;;;x
ca_mbs_the_bite_barracks_2_desc;The Clans of the Mountains of the Moon are a wild and fearsome people. Even those who agree to be organised in a levy fight in the traditional ways of their people, fighting mostly on foot and with their champions clad in mail and armour that they have obtained on their raids.\nAfter significant military investment this settlement can now support an extremely large and well trained war party. The backbone of the force remains the traditional mixture of light and heavy foot, and archers but there are now also large contingents of well drilled pikemen and a number of light cavalry serving as outriders.;;;;;;;;;;;;;x
ca_mbs_riverman_barracks_2;Riverman Sworn Banner;;;;;;;;;;;;;x
ca_mbs_riverman_barracks_2_desc;The Riverlands finally fell to the Andal invaders with the defeat of House Mudd, firmly establishing Andal traditions of knighthood and mounted combat. As a result of this and the natural choke points at the fords and bridges of the Trident and Blackwater Rush, warfare in the Riverlands typically relies heavily on a combination of pikemen able to hold the river crossings and heavy cavalry able to deliver a decisive blow against the enemy, acting as the hammer to the pikemens' anvil.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of pikemen and mounted knights, but there are now also large contingents of well drilled archers and a number of light cavalry serving as outriders.;;;;;;;;;;;;;x
ca_mbs_blackwood_barracks_2;Blackwood Vale Sworn Banner;;;;;;;;;;;;;x
ca_mbs_blackwood_barracks_2_desc;The long rule of House Blackwood has ensured that the legacy of the First Men and the Old Gods has remained in the Blackwood Vale and the region has boasted many famous bowmen throughout its history. As a result in times of war levies from Blackwood Vale often field considerably more archers than is normal for the Riverlands.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of pikemen and archers, but there are now also large contingents of well drilled heavy foot and a number of mounted lancers serving as heavy cavalry.;;;;;;;;;;;;;x
ca_mbs_stonehedge_barracks_2;Stonehedge Sworn Banner;;;;;;;;;;;;;x
ca_mbs_stonehedge_barracks_2_desc;The long rule of House Bracken has ensured that the region around Stone Hedge has a reputation for breeding the finest horses in the Trident. As a result in times of war levies from Stonehedge often field considerably more cavalry than is normal for the Riverlands.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of light and heavy horse, but there are now also large contingents of well drilled pikemen and heavy infantry.;;;;;;;;;;;;;x
ca_mbs_crownlander_barracks_2;Crownlander Sworn Banner;;;;;;;;;;;;;x
ca_mbs_crownlander_barracks_2_desc;The Crownlands around King's Landing are populated by many vilages and small towns that supply the city. Crownlanders may lack the martial reputation of other regions of Westeros, but the wealthy lands are able to support a considerable about of knights and petty lords. As a result in times of war crownland levies are able to field contingents of heavy cavalry, supported by lightly armed infantry drawn from Kings Landing and the surrounding towns and villages.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of light infantry and mounted knights, but there are now also large contingents of well drilled archers and a number of light cavalry serving as outriders.;;;;;;;;;;;;;x
ca_mbs_crackclaw_barracks_2;Crackclawman Sworn Banner;;;;;;;;;;;;;x
ca_mbs_crackclaw_barracks_2_desc;The inhabitants of Cracklaw Point are a fearsome, half-wild people, descended from the First Men, having pushed back all Andal attempts at conquest, eventually absorbing Andal traditions through marriage. Crackclaw point is covered in bogs and pine barrens, and as a result is not able to support heavy foot and knights in the same numbers as the rest of the Westeros, instead the main power of Clawmen armies typically comes from their fearsome light infantry and cavalry.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of light foot and light horse, but there are now also large contingents of well drilled archers and heavy foot.;;;;;;;;;;;;;x
ca_mbs_narrow_sea_barracks_2;Narrow Sea Islander Sworn Banner;;;;;;;;;;;;;x
ca_mbs_narrow_sea_barracks_2_desc;The islands of the Narrow Sea are home to fearsome people, many of whom are skilled mariners and fishermen, toughened by the sea and used to fending off pirates. Whilst the islands themselves are small, the wealth of trade means that the lords of the islands can also support decent amounts of heavily armed knights. As a result in times of war the islands of the Gullet and Narrow Sea are able to field contingents of heavy cavalry, supported by hardy lightly armed infantry.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of light infantry, archers, and mounted knights, but there are now also large contingents of well drilled heavy infantry and a number of light cavalry serving as outriders.;;;;;;;;;;;;;x
ca_mbs_kingswood_barracks_2;Kingswood Sworn Banner;;;;;;;;;;;;;x
ca_mbs_kingswood_barracks_2_desc;The Kingswood is a mighty forest south of the Blackwater Rush extending onto Massey's Hook and as a result those that make their homes within it are experience woodsmen, skilled at hunting beasts and tracking their prey. As a result in times of war they serve as scouts and skilled archers, hunting men much as they would wolf or boar.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of light infantry and archers, but there are now also large contingents of well drilled heavy infantry and a number of light cavalry serving as outriders.;;;;;;;;;;;;;x
ca_mbs_westerman_barracks_2;Westerman Sworn Banner;;;;;;;;;;;;;x
ca_mbs_westerman_barracks_2_desc;The First Men of the Westerlands thoroughly intermarried with the Andal invaders, firmly establishing Andal traditions of knighthood and mounted combat. As a result of this, warfare in the Westerlands typically relies heavily on a combination of heavy infantry and dismounted men at arms able to hold the line, and heavy cavalry able to deliver a decisive blow against the enemy.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of heavy infantry and mounted knights, but there are now also large contingents of well drilled crossbowmen and a number of light cavalry serving as outriders.;;;;;;;;;;;;;x
ca_mbs_ironborn_barracks_2;Ironborn Sworn Banner;;;;;;;;;;;;;x
ca_mbs_ironborn_barracks_2_desc;The Men of the Iron Isles fight in a manner completely disimilar to the rest of Westeros. The rocky, unfertile islands are not easily suited to breeding horses and the Ironborn hold that there is little honour in killing at a distance. As a result of this, warfare in the Iron Isles typically relies heavily on a mixture of lightly armed raiders and heavily armed heroes and captains, who have no fear of drowning for they will feast in the Drowned God's Halls if they do. Such a force is equally effective on sea, beach or riverbank and all those in sight of the sea know to fear the raiding parties of the Ironborn.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of light and heavy foot, but there are now also large contingents of well drilled archers and a number of light cavalry serving as outriders and scouts.;;;;;;;;;;;;;x
ca_mbs_stormlander_barracks_2;Stormlander Sworn Banner;;;;;;;;;;;;;x
ca_mbs_stormlander_barracks_2_desc;The First Men of the Stormlands thoroughly intermarried with the Andal invaders, firmly establishing Andal traditions of knighthood and mounted combat, however, the Stormlanders also maintained a tradition of powerful heavy infantry formations drawn from the First Men. As a result of this, warfare in the Stormlands typically relies heavily on a combination of heavy infantry and pikemen able to hold the line, and heavy cavalry able to deliver a decisive blow against the enemy, acting as the hammer to the infantry's anvil.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of pikemen, heavy foot, and mounted knights but there are now also large contingents of well drilled archers and a number of light cavalry serving as outriders.;;;;;;;;;;;;;x
ca_mbs_stormlander_march_barracks_2;Stormlander Dornish March Sworn Banner;;;;;;;;;;;;;x
ca_mbs_stormlander_march_barracks_2_desc;The Dornish Marches are the volatile border region between Dorne, and the Stormlands. Over the centuries the many invading armies and bandit kings that plague the region have hardened the marcher folk, giving them a reputation for martial prowess and their bowmen are considered some of the finest in Westeros. As a result levies from this region typically boast larger contingents of archers than is the case for the rest of the Stormlands.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of pikemen, heavy foot, and archers but there are now also large contingents of well drilled light infantry and a number of light cavalry serving as outriders and scouts, their hardy garrons used to the twisting paths of the Red Mountains.;;;;;;;;;;;;;x
ca_mbs_reachman_barracks_2;Reachman Sworn Banner;;;;;;;;;;;;;x
ca_mbs_reachman_barracks_2_desc;The First Men of the Reach thoroughly intermarried with the Andal invaders, firmly establishing Andal traditions of knighthood and mounted combat, and now the Reach is considered the home of Westerosi chivalry. As a result of this, warfare in the Reach typically relies heavily on a combination of dismounted men at arms, and a mixture of light and heavy cavalry able to deliver a decisive blow against the enemy, acting as the hammer to the infantry's anvil.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of heavy foot, and light and heavy horse, but there are now also large contingents of well drilled archers and light infantry, drawn from the well populated towns of the Reach.;;;;;;;;;;;;;x
ca_mbs_reachman_march_barracks_2;Reachman Dornish March Sworn Banner;;;;;;;;;;;;;x
ca_mbs_reachman_march_barracks_2_desc;The Dornish Marches are the volatile border region between Dorne, and the Reach. Over the centuries the many invading armies and bandit kings that plague the region have hardened the marcher folk, giving them a reputation for martial prowess and their bowmen are considered some of the finest in Westeros. As a result levies from this region typically boast larger contingents of archers than is the case for the rest of the Reach.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of heavy infantry, archers, and mounted knights, but there are now also large contingents of well drilled pikemen and a number of light cavalry serving as outriders and scouts, their hardy garrons used to the twisting paths of the Red Mountains.;;;;;;;;;;;;;x
ca_mbs_shield_isles_barracks_2;Shield Island Sworn Banner;;;;;;;;;;;;;x
ca_mbs_shield_isles_barracks_2_desc;The Shield Isles have long guarded the mouth of the Mander against Ironborn raids. As a result of the need to be able to fight on both sea and land the men of the Shield Isles place less of an emphasis on cavalry, instead using light and heavy infantry combined with archers to fend off their foes.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of light and heavy foot, and archers, but there are now also large contingents of well drilled pikemen and a number of light cavalry serving as outriders.;;;;;;;;;;;;;x
ca_mbs_stone_dornishman_barracks_2;Stoney Dornishman Sworn Banner;;;;;;;;;;;;;x
ca_mbs_stone_dornishman_barracks_2_desc;The Stony Dornish of the Red Mountains have the most First Man and Andal blood of the Dornish and the least Rhoynar influence. As a result of this, and the naturally mountainous terrain of the Red Mountains, warfare in the Red Mountains typically relies heavily on a combination of heavy infantry and spearmen, able to hold the narow passes, and archers able to pepper the enemy with arrows from a distance.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of spearmen, heavy foot, and archers, but there are now also large contingents of well drilled light cavalry and horse archers serving as outriders and scouts, their hardy garrons used to the twisting paths of the Red Mountains.;;;;;;;;;;;;;x
ca_mbs_sand_dornishman_barracks_2;Sandy Dornishman Sworn Banner;;;;;;;;;;;;;x
ca_mbs_sand_dornishman_barracks_2_desc;The Sandy Dornish of central Dorne are influenced by both their mixed Andal and Rhoynar heritage and the necessities of their desert home. As a result of this warfare in the deserts of Dorne typically relies heavily on a combination of phalanxes of spearmen and light cavalry mounted on the famous Dornish sand steeds, and archers able to pepper the enemy with arrows from a distance.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of spearmen, and light cavalry and horse archers, mounted on sand steeds, but there are now also large contingents of well drilled light infantry and archers.;;;;;;;;;;;;;x
ca_mbs_salt_dornishman_barracks_2;Salty Dornishman Sworn Banner;;;;;;;;;;;;;x
ca_mbs_salt_dornishman_barracks_2_desc;The Salty Dornish of the Dornish coast are influenced by both their mixed Andal and Rhoynar heritage. As a result of this warfare along the coasts of Dorne typically relies heavily on a combination of phalanxes of spearmen and light cavalry mounted on the famous Dornish sand steeds, and knights riding as heavy lancers.\nAfter significant military investment this settlement can now support an extremely large and well trained contingent of bannermen. The backbone of the force remains the traditional mixture of spearmen, light cavalry and mounted knights, but there are now also large contingents of well drilled heavy infantry and a number of mounted archers serving as outriders.;;;;;;;;;;;;;x
ca_mbs_summer_islands_barracks_2;Summer Islander Muster;;;;;;;;;;;;;x
ca_mbs_summer_islands_barracks_2_desc;The Summer Islanders traditionally utilise long thrusting spears, short stabbing spears, slings, wooden shields, and little armor. The isles produce some of the best archers in the known world, and their special goldenheart bows have a longer range than most others, firing specialised yard long arrows. As a result armies of the Summer Isles are typically formed of spearmen and a large contingent of skilled archers.\nAfter significant military investment this settlement can now support an extremely large and well trained war party. The backbone of the force remains the traditional mixture of spearmen and archers, but there are now also large contingents of well drilled light infantry and a number of light cavalry serving as scouts.;;;;;;;;;;;;;x
ca_mbs_pirate_barracks_2;Pirate Muster;;;;;;;;;;;;;x
ca_mbs_pirate_barracks_2_desc;Multiple pirate ships often come together to fight for a pirate lord who can promise them plunder and riches. Such forces are composed of pirates and marines, armed as light infantry and skirmishers.\nAfter significant military investment this settlement can now support an extremely large and well trained war party. The backbone of the force remains the traditional mixture of light infantry and skirmishers, but there are now also large contingents of well drilled heavy infantry and a number of light cavalry serving as scouts.;;;;;;;;;;;;;x
ca_mbs_sothoros_barracks_2;Summer Sea Muster;;;;;;;;;;;;;x
ca_mbs_sothoros_barracks_2_desc;The islands of the Summer Sea are home to various sailors, farmers, and hunters. As a result when they march to war they typically arm themselves as light infantry and skirmishers.\nAfter significant military investment this settlement can now support an extremely large and well trained war party. The backbone of the force remains the traditional mixture of light infantry and skirmishers, but there are now also large contingents of well drilled pikemen and a number of light cavalry serving as scouts.;;;;;;;;;;;;;x
ca_mbs_braavosi_barracks_2;Braavosi Militia;;;;;;;;;;;;;x
ca_mbs_braavosi_barracks_2_desc;Though the Braavosi often try to resolve conflicts by negotiation and their strength at sea, they are no strangers to land warfare. In such times they field infantry composed of citizenry stiffened by water dancers, with contingents of mounted lancers from sellsword companies.\nAfter significant military investment this settlement can now support an extremely large and well trained militia. The backbone of the force remains the traditional mixture of light foot with some mounted lancers, but there are now also large contingents of light horse serving as scouts and a disciplined force of pikemen.;;;;;;;;;;;;;x
ca_mbs_lorathi_barracks_2;Lorathi Militia;;;;;;;;;;;;;x
ca_mbs_lorathi_barracks_2_desc;Though the Lorathi often try to resolve conflicts by negotiation, they have some experience of warfare. In such times they field infantry composed of citizenry with contingents of mounted lancers from sellsword companies.\nAfter significant military investment this settlement can now support an extremely large and well trained militia. The backbone of the force remains the traditional mixture of light foot with some mounted lancers, but there are now also large contingents of well drilled archers and a disciplined force of pikemen.;;;;;;;;;;;;;x
ca_mbs_pentoshi_barracks_2;Pentoshi Militia;;;;;;;;;;;;;x
ca_mbs_pentoshi_barracks_2_desc;Though the Pentoshi often try to resolve conflicts by trade and negotiation, they have some experience of warfare. In such times they field infantry composed of citizenry with contingents of mounted lancers from sellsword companies.\nAfter significant military investment this settlement can now support an extremely large and well trained militia. The backbone of the force remains the traditional mixture of light foot with some mounted lancers, but there are now also large contingents of well drilled heavy foot and a disciplined force of pikemen.;;;;;;;;;;;;;x
ca_mbs_norvoshi_barracks_2;Norvoshi Militia;;;;;;;;;;;;;x
ca_mbs_norvoshi_barracks_2_desc;No strangers to warfare the Norvoshi employ infantry militia composed of the citizenry, stiffened by contingents of mounted lancers from sellsword companies, and heavy infantry trained by the Bearded Priests who wield fearsome long-axes and are fiercely loyal and obedient.\nAfter significant military investment this settlement can now support an extremely large and well trained militia. The backbone of the force remains the traditional mixture of light and heavy foot, with some mounted lancers, but there are now also large contingents of well drilled archers and a disciplined force of pikemen.;;;;;;;;;;;;;x
ca_mbs_qohorik_barracks_2;Qohorik Militia;;;;;;;;;;;;;x
ca_mbs_qohorik_barracks_2_desc;The Qohorik are no strangers to warfare and employ an infantry militia stiffened by hunters from the great forests surrounding the city and contingents of mounted lancers from sellsword companies. Meanwhile the city itself boasts a traditional garrison of Unsullied that has been in place since the Three Thousand of Qohor.\nAfter significant military investment this settlement can now support an extremely large and well trained militia. The backbone of the force remains the traditional mixture of archers, light foot and mounted lancers, but there are now also large contingents of well drilled pikemen trained as unsullied and a force of light cavalry serving as scouts.;;;;;;;;;;;;;x
ca_mbs_myrish_barracks_2;Myrish Militia;;;;;;;;;;;;;x
ca_mbs_myrish_barracks_2_desc;The Myrish are held by many to be a cowardly lot, but they are no strangers to warfare. In battle they employ a mixture of crossbowmen and infantry militia composed of the citizenry, stiffened by bravo swordsmen and contingents of mounted lancers from sellsword companies.\nAfter significant military investment this settlement can now support an extremely large and well trained militia. The backbone of the force remains the traditional mixture of light foot with some mounted lancers, but there are now also large contingents of well drilled heavy foot and a disciplined force of pikemen.;;;;;;;;;;;;;x
ca_mbs_tyroshi_barracks_2;Tyroshi Militia;;;;;;;;;;;;;x
ca_mbs_tyroshi_barracks_2_desc;Though the Tyroshi often try to resolve conflicts by negotiation, they are no strangers to warfare and employ an infantry militia stiffened by marines drawn from the city's navy and contingents of mounted lancers from sellsword companies.\nAfter significant military investment this settlement can now support an extremely large and well trained militia. The backbone of the force remains the traditional mixture of light foot with some mounted lancers, but there are now also large contingents of well drilled heavy foot and a disciplined force of pikemen.;;;;;;;;;;;;;x
ca_mbs_lysene_barracks_2;Lysene Militia;;;;;;;;;;;;;x
ca_mbs_lysene_barracks_2_desc;Though the Lysene often try to resolve conflicts by negotiation, they are no strangers to warfare and employ an infantry militia stiffened by marines drawn from the city's navy and contingents of mounted lancers from sellsword companies.\nAfter significant military investment this settlement can now support an extremely large and well trained militia. The backbone of the force remains the traditional mixture of light foot with some mounted lancers, but there are now also large contingents of well drilled heavy foot and a disciplined force of pikemen.;;;;;;;;;;;;;x
ca_mbs_volantene_barracks_2;Volantene Militia;;;;;;;;;;;;;x
ca_mbs_volantene_barracks_2_desc;The mighty city of Volantis Once hoped to subjugate all of the Free Cities and rule as a second Valyria. Though the rule of the Elephant faction has led the city to focus on trade in recent years its reputation for martial prowess remains considerable. In times of war the Volantenes use a well drilled infantry militia bolstered by contingents of mounted lancers from sellsword companies.\nAfter significant military investment this settlement can now support an extremely large and well trained militia. The backbone of the force remains the traditional mixture of light and heavy foot with some mounted lancers, but there are now also large contingents of well drilled archers and a disciplined force of pikemen.;;;;;;;;;;;;;x
ca_mbs_andal_barracks_2;Essosi Andal Sworn Banner;;;;;;;;;;;;;x
ca_mbs_andal_barracks_2_desc;Most Andals fled from the expanding Freehold and settled in Westeros, however, many stayed in Andalos and were subjugated. Over the centuries they have diverged considerably from the Andals of Westeros, however, they still maintain certain traditions, such as knighthood. As a result the armies of Andalos typically rely heavily on a combination of heavy infantry able to hold the line, and heavy cavalry able to deliver a decisive blow against the enemy.\nAfter significant military investment this settlement can now support an extremely large and well trained war party. The backbone of the force remains the traditional mixture of mounted knights and heavy foot, but there are now also large contingents of well drilled archers and a number of light horse serving as scouts.;;;;;;;;;;;;;x
ca_mbs_rhoynar_barracks_2;Rhoynar Muster;;;;;;;;;;;;;x
ca_mbs_rhoynar_barracks_2_desc;Most Rhoynar fled from the expanding Freehold and followed Nymeria to Dorne, however, many stayed along the Rhoyne and were subjugated. Over the centuries they have diverged considerably from the Rhoynar of Dorne. However, in times of war they still draw on ancient Rhoynar traditions with their armies typically relying heavily on a combination of phalanxes of spearmen and archers able to pepper the enemy with arrows from a distance.\nAfter significant military investment this settlement can now support an extremely large and well trained war party. The backbone of the force remains the traditional mixture of pikemen and archers, but there are now also contingents of well drilled light infantry and a number of light horsemen serving as scouts.;;;;;;;;;;;;;x
ca_mbs_sarnori_barracks_2;Tall Men War Party;;;;;;;;;;;;;x
ca_mbs_sarnori_barracks_2_desc;Descendants of Huzhor Amai, the Tall Men, or Tagaez Fen, of Sarnor were widely renowned for their martial prowess. Sarnori riders wear steel and spider silk, and ride coal-black mares, whilst the greatest of their warriors go into battle in scythed chariots pulled by teams of bloodred horses. These are often driven by their wives or daughters, for it is the custom among the Tall Men for men and women to make war together.\nAfter significant military investment this settlement can now support an extremely large and well trained war party. The backbone of the force remains the traditional mixture of charioteers and heavy cavalry, but there are now also large contingents of well drilled pikemen and archers able to provide a screen of skirmish fire.;;;;;;;;;;;;;x
ca_mbs_dothraki_barracks_2;Dothraki Stables;;;;;;;;;;;;;x
ca_mbs_dothraki_barracks_2_desc;Although the Dothraki of these lands no longer live as nomads, they still fight in the ancient manner of their people, riding as ferocious light cavalry and horse archers, bringing rapid manoeuvrability to the battlefield and able to contend with the mightiest of foes.\nAfter significant military investment this settlement can now support an extremely large and well trained war party. The backbone of the force remains the traditional mixture of light horse and mounted archers, but there are now also large contingents of well drilled light infantry and a number of horsemen arming themselves as cataphracts, sacrificing manoeuvrability - and their dignity in the minds of the more traditional Dothraki - to fight as heavy lancers.;;;;;;;;;;;;;x
ca_mbs_valyrian_barracks_2;Valyrian Barracks;;;;;;;;;;;;;x
ca_mbs_valyrian_barracks_2_desc;When the Doom came to Valyria the entire peninsula was destroyed and the dragonlords killed. However, the lands were colonized in time, and a new army was organized in the same style of the old empire.;;;;;;;;;;;;;x
ca_mbs_north_valyrian_barracks_2;North Valyrian Barracks;;;;;;;;;;;;;x
